branch,head,coupling_layer,target_coord,mean_entropy
scale,2,6,42,0.8540054559707642
scale,2,6,43,0.8409380316734314
scale,2,6,45,0.9418028593063354
scale,2,6,47,0.6534818410873413
scale,2,7,0,0.6720030307769775
scale,2,7,3,2.209540605545044
scale,2,7,4,2.463409662246704
scale,2,7,5,2.473552942276001
scale,2,7,9,1.6545501947402954
scale,2,7,11,2.3421406745910645
scale,2,7,12,1.9914650917053223
scale,2,7,14,2.4807119369506836
scale,2,7,16,2.720834970474243
scale,2,7,17,2.6474809646606445
scale,2,7,20,2.4832098484039307
scale,2,7,21,1.7231276035308838
scale,2,7,22,1.2821358442306519
scale,2,7,25,1.5031492710113525
scale,2,7,27,1.318264126777649
scale,2,7,30,1.8169804811477661
scale,2,7,33,0.30574437975883484
scale,2,7,34,1.735612392425537
scale,2,7,35,1.559662938117981
scale,2,7,39,1.569248080253601
scale,2,7,40,0.2165496051311493
scale,2,7,41,1.7319841384887695
scale,2,7,44,1.768800973892212
scale,2,7,46,1.3714312314987183
